Variable,Type,NumUniqueValues,Variable_Type,Code,Description,Num Unique Values,Non Missing,Missing_N,Missing_P,Above 0,Positive Above 0,Negative Above 0,Precision,Above0_Diff,Above0_P,Positive Above0_P,Negative Above0_P,Mean,Positive Mean,Negative Mean,Percentage Mean Difference,Correlation,Abs_Correlation,p-value,p-value corrected,Diagnostic Odds,Positive Min,Positive P10,Positive P25,Positive P50,Positive P75,Positive P90,Positive Max,Negative Min,Negative P10,Negative P25,Negative P50,Negative P75,Negative P90,Negative Max
c1123f_flag,numerical,2,,11100,"BIOPSY OF SKIN, SUBCUTANEOUS TISSUE AND/OR MUCOUS MEMBRANE (INCLUDING SIMPLE CLOSURE), UNLESS OTHERWISE LISTED; SINGLE LESION",2,70883,0,0.0,1978,96,1882.0,0.04853387259858443,0.003140388395978439,0.0279051394551585,0.0309079201545396,0.027767531758561163,0.0279051394551585,0.0309079201545396,0.027767531758561163,0.1125379932619513,0.0039,0.0039,0.29875999999999997,0.5330838533541342,1.116702737244961,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c1123f_index_max_dd,numerical,533,Date_Difference,1123F,"ADVANCE CARE PLANNING DISCUSSED AND DOCUMENTED ADVANCE CARE PLAN OR SURROGATE DECISION MAKER DOCUMENTED IN THE MEDICAL RECORD (DEM) (GER, PALL CR)",533,1978,68905,0.9720948605448416,1525,67,1458.0,0.0439344262295082,5.943034219041757e-05,0.02151432642523595,0.02157115260785576,0.021511722265665344,157.68048533872602,162.95833333333334,157.41126461211476,0.03517917077248005,-0.013330000000000002,0.013330000000000002,0.55342,0.7573725695483099,0.6718698264036707,0.0,0.0,0.0,60.5,244.5,543.0,725,0.0,0.0,2.0,56.0,254.0,514.4000000000005,729
c1123f_index_min_dd,numerical,627,Date_Difference,1123F,"ADVANCE CARE PLANNING DISCUSSED AND DOCUMENTED ADVANCE CARE PLAN OR SURROGATE DECISION MAKER DOCUMENTED IN THE MEDICAL RECORD (DEM) (GER, PALL CR)",627,1978,68905,0.9720948605448416,1695,77,1618.0,0.04542772861356932,0.0009183225307804364,0.023912644780836025,0.02479072762395364,0.0238724050931732,248.72295247724972,275.5833333333333,247.35281615302867,0.11350185778647355,0.016980000000000002,0.016980000000000002,0.45035,0.6793113254203759,0.6612452020037732,0.0,0.0,17.75,253.5,463.25,659.5,728,0.0,0.0,22.0,180.5,433.75,641.0,730
c1123f_max_min_dd,numerical,412,Date_Difference,1123F,"ADVANCE CARE PLANNING DISCUSSED AND DOCUMENTED ADVANCE CARE PLAN OR SURROGATE DECISION MAKER DOCUMENTED IN THE MEDICAL RECORD (DEM) (GER, PALL CR)",412,1978,68905,0.9720948605448416,896,39,857.0,0.04352678571428571,8.80648320572431e-05,0.01264054850951568,0.012556342562781712,0.012644407394838957,91.04246713852378,112.625,89.94155154091392,0.2491523919773896,-0.00022,0.00022,0.99225,0.9948594674556211,0.8183381440766443,0.0,0.0,0.0,0.0,209.75,404.5,715,0.0,0.0,0.0,0.0,91.75,376.8000000000001,724
c1126f_claim_cnt,numerical,16,,1123F,"ADVANCE CARE PLANNING DISCUSSED AND DOCUMENTED ADVANCE CARE PLAN OR SURROGATE DECISION MAKER DOCUMENTED IN THE MEDICAL RECORD (DEM) (GER, PALL CR)",16,70883,0,0.0,1276,60,1216.0,0.047021943573667714,0.0013762606075275428,0.01800149542203349,0.01931745009658725,0.01794118948905971,0.03470507738103636,0.03219575016097875,0.03482007170574088,0.07561779839730652,0.00207,0.00207,0.58224,0.7779637850467289,1.0782205740055983,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,21
c1126f_flag,numerical,2,,1123F,"ADVANCE CARE PLANNING DISCUSSED AND DOCUMENTED ADVANCE CARE PLAN OR SURROGATE DECISION MAKER DOCUMENTED IN THE MEDICAL RECORD (DEM) (GER, PALL CR)",2,70883,0,0.0,1276,60,1216.0,0.047021943573667714,0.0013762606075275428,0.01800149542203349,0.01931745009658725,0.01794118948905971,0.01800149542203349,0.01931745009658725,0.01794118948905971,0.0764525710371276,0.00212,0.00212,0.5726899999999999,0.7724223909198114,1.0782205740055983,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c1126f_index_max_dd,numerical,491,Date_Difference,1126F,PAIN SEVERITY QUANTIFIED; NO PAIN PRESENT (COA) (ONC),491,1276,69607,0.9819985045779666,1111,50,1061.0,0.045004500450045004,0.0004435970805779023,0.015673715841598126,0.016097875080489377,0.015654277999911474,203.21943573667718,175.38333333333333,204.592927631579,0.14373425549756053,-0.0391,0.0391,0.16271,0.3629322157434402,0.7304429783223374,0.0,0.0,19.0,93.5,250.75,562.6,657,0.0,0.0,33.0,143.5,335.25,527.5,730
c1126f_index_min_dd,numerical,573,Date_Difference,1126F,PAIN SEVERITY QUANTIFIED; NO PAIN PRESENT (COA) (ONC),573,1276,69607,0.9819985045779666,1174,54,1120.0,0.04599659284497445,0.0008609252943735275,0.016562504408673448,0.017385705086928525,0.016524779792554997,310.6496865203762,237.28333333333333,314.26973684210526,0.2478238570626152,-0.07253,0.07253,0.00954,0.046088173178458286,0.7714285714285715,0.0,3.6000000000000014,33.75,164.0,434.75,585.4000000000002,728,0.0,11.0,99.0,294.5,509.25,646.0,730
c1126f_max_min_dd,numerical,335,Date_Difference,1126F,PAIN SEVERITY QUANTIFIED; NO PAIN PRESENT (COA) (ONC),335,1276,69607,0.9819985045779666,479,17,462.0,0.03549060542797495,0.0013431941370625478,0.00675761466077903,0.005473277527366388,0.006816471664428936,107.43025078369908,61.9,109.67680921052632,0.4447239847435573,-0.04892,0.04892,0.0807,0.22804354539839405,0.6452229940602034,0.0,0.0,0.0,0.0,52.25,230.30000000000007,510,0.0,0.0,0.0,0.0,169.5,407.5,727
c1159f_claim_cnt,numerical,28,,1126F,PAIN SEVERITY QUANTIFIED; NO PAIN PRESENT (COA) (ONC),28,70883,0,0.0,2272,85,2187.0,0.03741197183098592,0.004901195761666078,0.03205281943484333,0.027366387636831937,0.032267583398498015,0.0846606379526826,0.06084996780424984,0.08575180370922289,0.2941371162226637,-0.00575,0.00575,0.12595,0.3105924878836833,0.8438340547731191,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,42
c1159f_flag,numerical,2,,1126F,PAIN SEVERITY QUANTIFIED; NO PAIN PRESENT (COA) (ONC),2,70883,0,0.0,2272,85,2187.0,0.03741197183098592,0.004901195761666078,0.03205281943484333,0.027366387636831937,0.032267583398498015,0.03205281943484333,0.027366387636831937,0.032267583398498015,0.1529099732280707,-0.0057,0.0057,0.12942,0.315789557805008,0.8438340547731191,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c1159f_index_max_dd,numerical,599,Date_Difference,1159F,MEDICATION LIST DOCUMENTED IN MEDICAL RECORD (COA),599,2272,68611,0.9679471805651568,1964,77,1887.0,0.03920570264765784,0.003050575472967148,0.02770763088469732,0.02479072762395364,0.027841303096920785,181.68926056338032,212.58823529411762,180.48834019204392,0.176674697241536,0.033139999999999996,0.033139999999999996,0.1143,0.2906994163424124,1.5302066772655007,0.0,4.800000000000002,35.0,161.0,342.0,557.0,714,0.0,0.0,21.0,113.0,286.0,485.60000000000036,730
c1159f_index_min_dd,numerical,682,Date_Difference,1159F,MEDICATION LIST DOCUMENTED IN MEDICAL RECORD (COA),682,2272,68611,0.9679471805651568,2123,81,2042.0,0.03815355628827132,0.004049656955676231,0.029950763934935037,0.026078557630392792,0.03012821458606902,337.60651408450707,347.9647058823529,337.2039323273891,0.03187371423843514,0.00882,0.00882,0.67445,0.8398499591725641,1.437928501469148,0.0,25.800000000000004,126.0,364.0,563.0,662.6000000000001,728,0.0,19.600000000000023,114.0,329.0,556.0,668.4000000000002,730
c1159f_max_min_dd,numerical,527,Date_Difference,1159F,MEDICATION LIST DOCUMENTED IN MEDICAL RECORD (COA),527,2272,68611,0.9679471805651568,1041,36,1005.0,0.0345821325648415,0.003237568952331375,0.014686172989292213,0.01159047005795235,0.014828039010283725,155.91725352112675,135.3764705882353,156.71559213534522,0.13686183578277614,-0.016630000000000002,0.016630000000000002,0.42823999999999995,0.6635221808330511,0.8640877246420957,0.0,0.0,0.0,0.0,210.0,469.2,726,0.0,0.0,0.0,0.0,317.0,539.8000000000002,730
c1160f_claim_cnt,numerical,25,,1159F,MEDICATION LIST DOCUMENTED IN MEDICAL RECORD (COA),25,70883,0,0.0,2147,83,2064.0,0.03865859338612017,0.003730335841238986,0.030289350055725632,0.02672247263361236,0.03045280847485135,0.08048474246293187,0.06117192530585961,0.08136978621066142,0.2509526686266549,-0.00451,0.00451,0.22976,0.4499794520547945,0.8741411132224008,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,37
c1160f_flag,numerical,2,,1159F,MEDICATION LIST DOCUMENTED IN MEDICAL RECORD (COA),2,70883,0,0.0,2147,83,2064.0,0.03865859338612017,0.003730335841238986,0.030289350055725632,0.02672247263361236,0.03045280847485135,0.030289350055725632,0.02672247263361236,0.03045280847485135,0.12315668161832465,-0.00446,0.00446,0.23555,0.4575971337579618,0.8741411132224008,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c1160f_index_max_dd,numerical,579,Date_Difference,1160F,"REVIEW OF ALL MEDICATIONS BY A PRESCRIBING PRACTITIONER OR CLINICAL PHARMACIST (SUCH AS, PRESCRIPTIONS, OTCS, HERBAL THERAPIES AND SUPPLEMENTS) DOCUMENTED IN THE MEDICAL RECORD (COA)",579,2147,68736,0.9697106499442744,1862,76,1786.0,0.040816326530612235,0.0018823519397126005,0.026268639871337277,0.02446877012234385,0.02635112206205645,182.22356776898,219.710843373494,180.71608527131784,0.21399404357845228,0.04156,0.04156,0.054189999999999995,0.1726775766016713,1.6899696048632218,0.0,7.000000000000004,45.0,163.0,343.5,561.4,728,0.0,0.0,22.0,114.5,284.25,483.0,730
c1160f_index_min_dd,numerical,676,Date_Difference,1160F,"REVIEW OF ALL MEDICATIONS BY A PRESCRIBING PRACTITIONER OR CLINICAL PHARMACIST (SUCH AS, PRESCRIPTIONS, OTCS, HERBAL THERAPIES AND SUPPLEMENTS) DOCUMENTED IN THE MEDICAL RECORD (COA)",676,2147,68736,0.9697106499442744,2006,80,1926.0,0.03988035892323031,0.002660119407342825,0.02830015659608086,0.025756600128782996,0.028416719536125824,339.45645086166746,360.55421686746985,338.60804263565893,0.0646509270220182,0.018090000000000002,0.018090000000000002,0.40204,0.6413292087835483,1.9106957424714437,0.0,36.60000000000001,134.0,380.0,566.5,663.8,728,0.0,20.30000000000001,119.0,329.0,556.0,674.7,730
c1160f_max_min_dd,numerical,525,Date_Difference,1160F,"REVIEW OF ALL MEDICATIONS BY A PRESCRIBING PRACTITIONER OR CLINICAL PHARMACIST (SUCH AS, PRESCRIPTIONS, OTCS, HERBAL THERAPIES AND SUPPLEMENTS) DOCUMENTED IN THE MEDICAL RECORD (COA)",525,2147,68736,0.9697106499442744,1001,35,966.0,0.03496503496503497,0.002984110014736122,0.014121862787974547,0.011268512556342562,0.014252622571078684,157.23288309268747,140.84337349397592,157.8919573643411,0.10842887018941948,-0.01712,0.01712,0.42775,0.6631502033209082,0.828804347826087,0.0,0.0,0.0,0.0,243.0,464.3999999999999,726,0.0,0.0,0.0,0.0,316.0,542.4000000000002,730
c1170f_claim_cnt,numerical,19,,1160F,"REVIEW OF ALL MEDICATIONS BY A PRESCRIBING PRACTITIONER OR CLINICAL PHARMACIST (SUCH AS, PRESCRIPTIONS, OTCS, HERBAL THERAPIES AND SUPPLEMENTS) DOCUMENTED IN THE MEDICAL RECORD (COA)",19,70883,0,0.0,1815,72,1743.0,0.039669421487603315,0.0025357484362590124,0.02560557538478902,0.0231809401159047,0.025716688552163712,0.04727508711538733,0.03477141017385705,0.04784809006004987,0.276608266300509,-0.0033299999999999996,0.0033299999999999996,0.37479,0.613036914551305,0.8990568167764759,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,44
c1170f_flag,numerical,2,,1160F,"REVIEW OF ALL MEDICATIONS BY A PRESCRIBING PRACTITIONER OR CLINICAL PHARMACIST (SUCH AS, PRESCRIPTIONS, OTCS, HERBAL THERAPIES AND SUPPLEMENTS) DOCUMENTED IN THE MEDICAL RECORD (COA)",2,70883,0,0.0,1815,72,1743.0,0.039669421487603315,0.0025357484362590124,0.02560557538478902,0.0231809401159047,0.025716688552163712,0.02560557538478902,0.0231809401159047,0.025716688552163712,0.09903110545859373,-0.00329,0.00329,0.38165,0.6209277204836415,0.8990568167764759,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c1170f_index_max_dd,numerical,563,Date_Difference,1170F,FUNCTIONAL STATUS ASSESSED (COA) (RA),563,1815,69068,0.9743944246152109,1614,66,1548.0,0.04089219330855018,0.0015904112498925373,0.022769916623167755,0.021249195106245976,0.022839606356138516,208.67878787878792,219.81944444444446,208.21858864027539,0.05559192633851931,0.0141,0.0141,0.54819,0.7531713963963963,1.385658914728682,0.0,11.0,42.75,178.5,335.25,561.2,728,0.0,0.0,43.0,157.0,330.0,518.8,730
c1170f_index_min_dd,numerical,663,Date_Difference,1170F,FUNCTIONAL STATUS ASSESSED (COA) (RA),663,1815,69068,0.9743944246152109,1690,69,1621.0,0.040828402366863914,0.0017016002851136351,0.02384210600567132,0.022215067611075338,0.023916667896188973,326.5465564738292,310.40277777777777,327.21342512908785,0.05148009378153495,-0.013619999999999998,0.013619999999999998,0.56186,0.7626854790863244,1.731030228254164,0.0,21.200000000000006,94.75,276.5,554.0,652.9000000000002,728,0.0,17.200000000000017,112.0,323.0,527.0,654.8,730
c1170f_max_min_dd,numerical,397,Date_Difference,1170F,FUNCTIONAL STATUS ASSESSED (COA) (RA),397,1815,69068,0.9743944246152109,641,21,620.0,0.0327613104524181,0.002386538422787407,0.00904307097611557,0.0067611075338055385,0.009147645956592943,117.86776859504131,90.58333333333331,118.99483648881241,0.2410455673687398,-0.028739999999999998,0.028739999999999998,0.22095,0.4390530598958333,0.7458254269449716,0.0,0.0,0.0,0.0,125.25,352.7999999999999,726,0.0,0.0,0.0,0.0,226.5,428.0,727
c11721_claim_cnt,numerical,18,,1170F,FUNCTIONAL STATUS ASSESSED (COA) (RA),18,70883,0,0.0,1601,64,1537.0,0.039975015615240465,0.002072029308720948,0.02258651580773952,0.0206052801030264,0.022677309411747348,0.07080682251033392,0.07372826786864134,0.07067294214851645,0.043150159995937916,-0.0028,0.0028,0.45585,0.6828794204322199,0.9067075259958499,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,20
c11721_flag,numerical,2,,1170F,FUNCTIONAL STATUS ASSESSED (COA) (RA),2,70883,0,0.0,1601,64,1537.0,0.039975015615240465,0.002072029308720948,0.02258651580773952,0.0206052801030264,0.022677309411747348,0.02258651580773952,0.0206052801030264,0.022677309411747348,0.0917374475265877,-0.00285,0.00285,0.44727,0.6770182765464771,0.9067075259958499,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c11721_index_max_dd,numerical,546,Date_Difference,11721,DEBRIDEMENT OF NAIL(S) BY ANY METHOD(S); 6 OR MORE,546,1601,69282,0.9774134841922604,1593,64,1529.0,0.04017576898932832,0.001953995167345554,0.022473653767475985,0.0206052801030264,0.022559275270371958,208.0056214865709,219.09375,207.54391672088485,0.05552654392977942,-0.006790000000000001,0.006790000000000001,0.78597,0.8963763079222721,inf,1.0,9.3,30.5,123.0,372.75,560.3000000000002,718,0.0,20.0,47.0,124.0,333.0,540.0,728
c11721_index_min_dd,numerical,635,Date_Difference,11721,DEBRIDEMENT OF NAIL(S) BY ANY METHOD(S); 6 OR MORE,635,1601,69282,0.9774134841922604,1596,64,1532.0,0.04010025062656642,0.0019982579703613263,0.02251597703257481,0.0206052801030264,0.02260353807338773,408.2885696439725,454.515625,406.36369551073517,0.11793602140577494,0.04115,0.04115,0.09977000000000001,0.2633858915175996,inf,1.0,91.40000000000003,323.0,514.5,651.25,716.7,730,0.0,70.0,205.0,417.0,630.0,697.4000000000002,730
c11721_max_min_dd,numerical,437,Date_Difference,11721,DEBRIDEMENT OF NAIL(S) BY ANY METHOD(S); 6 OR MORE,437,1601,69282,0.9774134841922604,940,43,897.0,0.04574468085106383,0.0006095944675049425,0.013261289730965112,0.013844172569220863,0.01323457810171592,200.2829481574016,235.421875,198.81977878985037,0.18275193443519816,0.03578,0.03578,0.1524,0.3486008245877062,1.4609545044327652,0.0,0.0,0.0,143.5,417.5,583.6000000000001,712,0.0,0.0,0.0,98.0,371.0,582.2000000000003,721
c17000_claim_cnt,numerical,15,,11721,DEBRIDEMENT OF NAIL(S) BY ANY METHOD(S); 6 OR MORE,15,70883,0,0.0,2740,146,2594.0,0.05328467153284672,0.008733224894057853,0.038655248790260006,0.04700579523502898,0.038272570340971125,0.06485334988643257,0.0853187379265937,0.06391548755477522,0.3300253635209069,0.009340000000000001,0.009340000000000001,0.0129,0.05925451807228915,1.2394400279230655,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,18
c17000_flag,numerical,2,,11721,DEBRIDEMENT OF NAIL(S) BY ANY METHOD(S); 6 OR MORE,2,70883,0,0.0,2740,146,2594.0,0.05328467153284672,0.008733224894057853,0.038655248790260006,0.04700579523502898,0.038272570340971125,0.038655248790260006,0.04700579523502898,0.038272570340971125,0.2259259781625923,0.00927,0.00927,0.01355,0.061621520874751486,1.2394400279230655,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c17000_index_max_dd,numerical,695,Date_Difference,17000,"DESTRUCTION (EG, LASER SURGERY, ELECTROSURGERY, CRYOSURGERY, CHEMOSURGERY, SURGICAL CURETTEMENT), PREMALIGNANT LESIONS (EG, ACTINIC KERATOSES); FIRST LESION",695,2740,68143,0.9613447512097401,2725,146,2579.0,0.053577981651376144,0.008954538909136715,0.03844363246476589,0.04700579523502898,0.03805125632589226,295.89890510948914,300.95205479452056,295.61449498843484,0.018038457439072668,0.0070799999999999995,0.0070799999999999995,0.71096,0.8581232524399894,inf,2.0,47.0,120.25,278.5,469.25,613.0,708,0.0,44.0,111.25,260.0,467.75,613.0,730
c17000_index_min_dd,numerical,705,Date_Difference,17000,"DESTRUCTION (EG, LASER SURGERY, ELECTROSURGERY, CRYOSURGERY, CHEMOSURGERY, SURGICAL CURETTEMENT), PREMALIGNANT LESIONS (EG, ACTINIC KERATOSES); FIRST LESION",705,2740,68143,0.9613447512097401,2730,146,2584.0,0.053479853479853484,0.008880767570777097,0.03851417123993059,0.04700579523502898,0.03812502766425188,402.59306569343073,432.63013698630135,400.902467232074,0.0788082867239138,0.03175,0.03175,0.09656,0.2583671052631579,inf,2.0,121.5,292.5,464.0,599.5,671.5,723,0.0,83.0,215.0,426.0,586.75,673.0,730
c17000_max_min_dd,numerical,423,Date_Difference,17000,"DESTRUCTION (EG, LASER SURGERY, ELECTROSURGERY, CRYOSURGERY, CHEMOSURGERY, SURGICAL CURETTEMENT), PREMALIGNANT LESIONS (EG, ACTINIC KERATOSES); FIRST LESION",423,2740,68143,0.9613447512097401,946,54,892.0,0.057082452431289635,0.004224898323572224,0.013345936261162759,0.017385705086928525,0.0131608067633563,106.6941605839416,131.67808219178082,105.28797224363916,0.2473435266157724,0.02259,0.02259,0.23722,0.4593586542530682,1.1199551569506727,0.0,0.0,0.0,0.0,268.0,461.5,642,0.0,0.0,0.0,0.0,181.0,398.70000000000033,711
c17003_claim_cnt,numerical,13,,17000,"DESTRUCTION (EG, LASER SURGERY, ELECTROSURGERY, CRYOSURGERY, CHEMOSURGERY, SURGICAL CURETTEMENT), PREMALIGNANT LESIONS (EG, ACTINIC KERATOSES); FIRST LESION",13,70883,0,0.0,2063,109,1954.0,0.05283567619970917,0.0062635286445271365,0.029104298632958537,0.035093367675466836,0.028829839030939695,0.04772653527644146,0.06342562781712814,0.0470070968027502,0.3440126319515672,0.00772,0.00772,0.03984,0.13776870748299322,1.2251601652829904,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,18
c17003_flag,numerical,2,,17000,"DESTRUCTION (EG, LASER SURGERY, ELECTROSURGERY, CRYOSURGERY, CHEMOSURGERY, SURGICAL CURETTEMENT), PREMALIGNANT LESIONS (EG, ACTINIC KERATOSES); FIRST LESION",2,70883,0,0.0,2063,109,1954.0,0.05283567619970917,0.0062635286445271365,0.029104298632958537,0.035093367675466836,0.028829839030939695,0.029104298632958537,0.035093367675466836,0.028829839030939695,0.2152097435336971,0.00763,0.00763,0.0423,0.1438439821693908,1.2251601652829904,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c17003_index_max_dd,numerical,659,Date_Difference,17003,"DESTRUCTION (EG, LASER SURGERY, ELECTROSURGERY, CRYOSURGERY, CHEMOSURGERY, SURGICAL CURETTEMENT), PREMALIGNANT LESIONS (EG, ACTINIC KERATOSES); SECOND THROUGH 14 LESIONS, EACH (LIST SEPARATELY IN ADDITION TO CODE FOR FIRST LESION)",659,2063,68820,0.9708957013670416,2056,109,1947.0,0.05301556420233463,0.006366808518230606,0.029005544347727945,0.035093367675466836,0.02872655915723623,295.96606883179834,287.49541284403665,296.43858751279424,0.030216891767549436,-0.01022,0.01022,0.64269,0.8175093828190159,inf,2.0,48.2,108.0,223.0,442.0,608.4000000000002,708,0.0,47.30000000000001,114.25,262.5,465.0,611.7,730
c17003_index_min_dd,numerical,691,Date_Difference,17003,"DESTRUCTION (EG, LASER SURGERY, ELECTROSURGERY, CRYOSURGERY, CHEMOSURGERY, SURGICAL CURETTEMENT), PREMALIGNANT LESIONS (EG, ACTINIC KERATOSES); SECOND THROUGH 14 LESIONS, EACH (LIST SEPARATELY IN ADDITION TO CODE FOR FIRST LESION)",691,2063,68820,0.9708957013670416,2057,109,1948.0,0.0529897909577054,0.006352054250558682,0.029019652102760887,0.035093367675466836,0.028741313424908155,398.65196316044603,427.2385321100917,397.05731832139196,0.07570817800426245,0.03028,0.03028,0.16913,0.3716473342939481,inf,2.0,121.20000000000002,277.0,455.0,600.0,665.4,708,0.0,86.0,211.0,419.0,582.0,668.0,730
c17003_max_min_dd,numerical,355,Date_Difference,17003,"DESTRUCTION (EG, LASER SURGERY, ELECTROSURGERY, CRYOSURGERY, CHEMOSURGERY, SURGICAL CURETTEMENT), PREMALIGNANT LESIONS (EG, ACTINIC KERATOSES); SECOND THROUGH 14 LESIONS, EACH (LIST SEPARATELY IN ADDITION TO CODE FOR FIRST LESION)",355,2063,68820,0.9708957013670416,692,46,646.0,0.06647398843930635,0.005278788157987255,0.009762566482795592,0.014810045074050225,0.00953125691606297,102.68589432864759,139.74311926605506,100.61873080859777,0.38101034921348736,0.04904,0.04904,0.02593,0.10065776081424938,1.4784018870706177,0.0,0.0,0.0,0.0,293.0,433.6,642,0.0,0.0,0.0,0.0,175.0,378.0,711
c17110_claim_cnt,numerical,15,,17003,"DESTRUCTION (EG, LASER SURGERY, ELECTROSURGERY, CRYOSURGERY, CHEMOSURGERY, SURGICAL CURETTEMENT), PREMALIGNANT LESIONS (EG, ACTINIC KERATOSES); SECOND THROUGH 14 LESIONS, EACH (LIST SEPARATELY IN ADDITION TO CODE FOR FIRST LESION)",15,70883,0,0.0,1176,52,1124.0,0.04421768707482993,0.000157993220466255,0.01659071991873933,0.01674179008370895,0.016583796863242694,0.025238773753932537,0.03316162266580811,0.02487569529486404,0.32830150354087684,0.00033,0.00033,0.9301299999999999,0.9636480500450856,1.0096891772530978,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,24
c17110_flag,numerical,2,,17003,"DESTRUCTION (EG, LASER SURGERY, ELECTROSURGERY, CRYOSURGERY, CHEMOSURGERY, SURGICAL CURETTEMENT), PREMALIGNANT LESIONS (EG, ACTINIC KERATOSES); SECOND THROUGH 14 LESIONS, EACH (LIST SEPARATELY IN ADDITION TO CODE FOR FIRST LESION)",2,70883,0,0.0,1176,52,1124.0,0.04421768707482993,0.000157993220466255,0.01659071991873933,0.01674179008370895,0.016583796863242694,0.01659071991873933,0.01674179008370895,0.016583796863242694,0.009522987624412884,0.00025,0.00025,0.94626,0.9693550156739812,1.0096891772530978,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
