Column,Type,NumUniqueValues,Code,Description,Class
c36620_index_min_dd,numerical,447,36620,"ARTERIAL CATHETERIZATION OR CANNULATION FOR SAMPLING, MONITORING OR TRANSFUSION (SEPARATE PROCEDURE); PERCUTANEOUS",CPT
c36620_max_min_dd,numerical,44,36620,"ARTERIAL CATHETERIZATION OR CANNULATION FOR SAMPLING, MONITORING OR TRANSFUSION (SEPARATE PROCEDURE); PERCUTANEOUS",CPT
c38571_claim_cnt,numerical,6,38571,"LAPAROSCOPY, SURGICAL; WITH BILATERAL TOTAL PELVIC LYMPHADENECTOMY",CPT
c38571_flag,numerical,2,38571,"LAPAROSCOPY, SURGICAL; WITH BILATERAL TOTAL PELVIC LYMPHADENECTOMY",CPT
c38571_index_max_dd,numerical,437,38571,"LAPAROSCOPY, SURGICAL; WITH BILATERAL TOTAL PELVIC LYMPHADENECTOMY",CPT
c38571_index_min_dd,numerical,439,38571,"LAPAROSCOPY, SURGICAL; WITH BILATERAL TOTAL PELVIC LYMPHADENECTOMY",CPT
c38571_max_min_dd,numerical,8,38571,"LAPAROSCOPY, SURGICAL; WITH BILATERAL TOTAL PELVIC LYMPHADENECTOMY",CPT
c4004f_claim_cnt,numerical,19,4004F,"PATIENT SCREENED FOR TOBACCO USE AND RECEIVED TOBACCO CESSATION INTERVENTION (COUNSELING, PHARMACOTHERAPY, OR BOTH), IF IDENTIFIED AS A TOBACCO USER (PV, CAD)",CPT
c4004f_flag,numerical,2,4004F,"PATIENT SCREENED FOR TOBACCO USE AND RECEIVED TOBACCO CESSATION INTERVENTION (COUNSELING, PHARMACOTHERAPY, OR BOTH), IF IDENTIFIED AS A TOBACCO USER (PV, CAD)",CPT
c4004f_index_max_dd,numerical,530,4004F,"PATIENT SCREENED FOR TOBACCO USE AND RECEIVED TOBACCO CESSATION INTERVENTION (COUNSELING, PHARMACOTHERAPY, OR BOTH), IF IDENTIFIED AS A TOBACCO USER (PV, CAD)",CPT
c4004f_index_min_dd,numerical,564,4004F,"PATIENT SCREENED FOR TOBACCO USE AND RECEIVED TOBACCO CESSATION INTERVENTION (COUNSELING, PHARMACOTHERAPY, OR BOTH), IF IDENTIFIED AS A TOBACCO USER (PV, CAD)",CPT
c4004f_max_min_dd,numerical,303,4004F,"PATIENT SCREENED FOR TOBACCO USE AND RECEIVED TOBACCO CESSATION INTERVENTION (COUNSELING, PHARMACOTHERAPY, OR BOTH), IF IDENTIFIED AS A TOBACCO USER (PV, CAD)",CPT
c4040f_claim_cnt,numerical,28,4040F,"PNEUMOCOCCAL VACCINE ADMINISTERED OR PREVIOUSLY RECEIVED (COPD) (PV), (IBD)",CPT
c4040f_flag,numerical,2,4040F,"PNEUMOCOCCAL VACCINE ADMINISTERED OR PREVIOUSLY RECEIVED (COPD) (PV), (IBD)",CPT
c4040f_index_max_dd,numerical,645,4040F,"PNEUMOCOCCAL VACCINE ADMINISTERED OR PREVIOUSLY RECEIVED (COPD) (PV), (IBD)",CPT
c4040f_index_min_dd,numerical,698,4040F,"PNEUMOCOCCAL VACCINE ADMINISTERED OR PREVIOUSLY RECEIVED (COPD) (PV), (IBD)",CPT
c4040f_max_min_dd,numerical,595,4040F,"PNEUMOCOCCAL VACCINE ADMINISTERED OR PREVIOUSLY RECEIVED (COPD) (PV), (IBD)",CPT
c4048f_claim_cnt,numerical,10,4048F,"DOCUMENTATION THAT ADMINISTRATION OF PROPHYLACTIC PARENTERAL ANTIBIOTIC WAS INITIATED WITHIN 1 HOUR (IF FLUOROQUINOLONE OR VANCOMYCIN, 2 HOURS) PRIOR TO SURGICAL INCISION (OR START OF PROCEDURE WHEN NO INCISION IS REQUIRED) AS ORDERED (PERI 2)",CPT
c4048f_flag,numerical,2,4048F,"DOCUMENTATION THAT ADMINISTRATION OF PROPHYLACTIC PARENTERAL ANTIBIOTIC WAS INITIATED WITHIN 1 HOUR (IF FLUOROQUINOLONE OR VANCOMYCIN, 2 HOURS) PRIOR TO SURGICAL INCISION (OR START OF PROCEDURE WHEN NO INCISION IS REQUIRED) AS ORDERED (PERI 2)",CPT
c4048f_index_max_dd,numerical,572,4048F,"DOCUMENTATION THAT ADMINISTRATION OF PROPHYLACTIC PARENTERAL ANTIBIOTIC WAS INITIATED WITHIN 1 HOUR (IF FLUOROQUINOLONE OR VANCOMYCIN, 2 HOURS) PRIOR TO SURGICAL INCISION (OR START OF PROCEDURE WHEN NO INCISION IS REQUIRED) AS ORDERED (PERI 2)",CPT
c4048f_index_min_dd,numerical,578,4048F,"DOCUMENTATION THAT ADMINISTRATION OF PROPHYLACTIC PARENTERAL ANTIBIOTIC WAS INITIATED WITHIN 1 HOUR (IF FLUOROQUINOLONE OR VANCOMYCIN, 2 HOURS) PRIOR TO SURGICAL INCISION (OR START OF PROCEDURE WHEN NO INCISION IS REQUIRED) AS ORDERED (PERI 2)",CPT
c4048f_max_min_dd,numerical,163,4048F,"DOCUMENTATION THAT ADMINISTRATION OF PROPHYLACTIC PARENTERAL ANTIBIOTIC WAS INITIATED WITHIN 1 HOUR (IF FLUOROQUINOLONE OR VANCOMYCIN, 2 HOURS) PRIOR TO SURGICAL INCISION (OR START OF PROCEDURE WHEN NO INCISION IS REQUIRED) AS ORDERED (PERI 2)",CPT
c4250f_claim_cnt,numerical,12,4250F,"ACTIVE WARMING USED INTRAOPERATIVELY FOR THE PURPOSE OF MAINTAINING NORMOTHERMIA, OR AT LEAST 1 BODY TEMPERATURE EQUAL TO OR GREATER THAN 36 DEGREES CENTIGRADE (OR 96.8 DEGREES FAHRENHEIT) RECORDED WITHIN THE 30 MINUTES IMMEDIATELY BEFORE OR THE 15 MINUTES IMMEDIATELY AFTER ANESTHESIA END TIME (CRIT)",CPT
c4250f_flag,numerical,2,4250F,"ACTIVE WARMING USED INTRAOPERATIVELY FOR THE PURPOSE OF MAINTAINING NORMOTHERMIA, OR AT LEAST 1 BODY TEMPERATURE EQUAL TO OR GREATER THAN 36 DEGREES CENTIGRADE (OR 96.8 DEGREES FAHRENHEIT) RECORDED WITHIN THE 30 MINUTES IMMEDIATELY BEFORE OR THE 15 MINUTES IMMEDIATELY AFTER ANESTHESIA END TIME (CRIT)",CPT
c4250f_index_max_dd,numerical,594,4250F,"ACTIVE WARMING USED INTRAOPERATIVELY FOR THE PURPOSE OF MAINTAINING NORMOTHERMIA, OR AT LEAST 1 BODY TEMPERATURE EQUAL TO OR GREATER THAN 36 DEGREES CENTIGRADE (OR 96.8 DEGREES FAHRENHEIT) RECORDED WITHIN THE 30 MINUTES IMMEDIATELY BEFORE OR THE 15 MINUTES IMMEDIATELY AFTER ANESTHESIA END TIME (CRIT)",CPT
c4250f_index_min_dd,numerical,604,4250F,"ACTIVE WARMING USED INTRAOPERATIVELY FOR THE PURPOSE OF MAINTAINING NORMOTHERMIA, OR AT LEAST 1 BODY TEMPERATURE EQUAL TO OR GREATER THAN 36 DEGREES CENTIGRADE (OR 96.8 DEGREES FAHRENHEIT) RECORDED WITHIN THE 30 MINUTES IMMEDIATELY BEFORE OR THE 15 MINUTES IMMEDIATELY AFTER ANESTHESIA END TIME (CRIT)",CPT
c4250f_max_min_dd,numerical,158,4250F,"ACTIVE WARMING USED INTRAOPERATIVELY FOR THE PURPOSE OF MAINTAINING NORMOTHERMIA, OR AT LEAST 1 BODY TEMPERATURE EQUAL TO OR GREATER THAN 36 DEGREES CENTIGRADE (OR 96.8 DEGREES FAHRENHEIT) RECORDED WITHIN THE 30 MINUTES IMMEDIATELY BEFORE OR THE 15 MINUTES IMMEDIATELY AFTER ANESTHESIA END TIME (CRIT)",CPT
c4255f_claim_cnt,numerical,12,4255F,"DURATION OF GENERAL OR NEURAXIAL ANESTHESIA 60 MINUTES OR LONGER, AS DOCUMENTED IN THE ANESTHESIA RECORD (CRIT) (PERI2)",CPT
c4255f_flag,numerical,2,4255F,"DURATION OF GENERAL OR NEURAXIAL ANESTHESIA 60 MINUTES OR LONGER, AS DOCUMENTED IN THE ANESTHESIA RECORD (CRIT) (PERI2)",CPT
c4255f_index_max_dd,numerical,574,4255F,"DURATION OF GENERAL OR NEURAXIAL ANESTHESIA 60 MINUTES OR LONGER, AS DOCUMENTED IN THE ANESTHESIA RECORD (CRIT) (PERI2)",CPT
c4255f_index_min_dd,numerical,588,4255F,"DURATION OF GENERAL OR NEURAXIAL ANESTHESIA 60 MINUTES OR LONGER, AS DOCUMENTED IN THE ANESTHESIA RECORD (CRIT) (PERI2)",CPT
c4255f_max_min_dd,numerical,150,4255F,"DURATION OF GENERAL OR NEURAXIAL ANESTHESIA 60 MINUTES OR LONGER, AS DOCUMENTED IN THE ANESTHESIA RECORD (CRIT) (PERI2)",CPT
c43239_claim_cnt,numerical,8,43239,"ESOPHAGOGASTRODUODENOSCOPY, FLEXIBLE, TRANSORAL; WITH BIOPSY, SINGLE OR MULTIPLE",CPT
c43239_flag,numerical,2,43239,"ESOPHAGOGASTRODUODENOSCOPY, FLEXIBLE, TRANSORAL; WITH BIOPSY, SINGLE OR MULTIPLE",CPT
c43239_index_max_dd,numerical,699,43239,"ESOPHAGOGASTRODUODENOSCOPY, FLEXIBLE, TRANSORAL; WITH BIOPSY, SINGLE OR MULTIPLE",CPT
c43239_index_min_dd,numerical,708,43239,"ESOPHAGOGASTRODUODENOSCOPY, FLEXIBLE, TRANSORAL; WITH BIOPSY, SINGLE OR MULTIPLE",CPT
c43239_max_min_dd,numerical,210,43239,"ESOPHAGOGASTRODUODENOSCOPY, FLEXIBLE, TRANSORAL; WITH BIOPSY, SINGLE OR MULTIPLE",CPT
c45378_claim_cnt,numerical,5,45378,"COLONOSCOPY, FLEXIBLE; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)",CPT
c45378_flag,numerical,2,45378,"COLONOSCOPY, FLEXIBLE; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)",CPT
c45378_index_max_dd,numerical,652,45378,"COLONOSCOPY, FLEXIBLE; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)",CPT
c45378_index_min_dd,numerical,646,45378,"COLONOSCOPY, FLEXIBLE; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)",CPT
c45378_max_min_dd,numerical,39,45378,"COLONOSCOPY, FLEXIBLE; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)",CPT
c45380_claim_cnt,numerical,7,45380,"COLONOSCOPY, FLEXIBLE; WITH BIOPSY, SINGLE OR MULTIPLE",CPT
c45380_flag,numerical,2,45380,"COLONOSCOPY, FLEXIBLE; WITH BIOPSY, SINGLE OR MULTIPLE",CPT
c45380_index_max_dd,numerical,712,45380,"COLONOSCOPY, FLEXIBLE; WITH BIOPSY, SINGLE OR MULTIPLE",CPT
c45380_index_min_dd,numerical,710,45380,"COLONOSCOPY, FLEXIBLE; WITH BIOPSY, SINGLE OR MULTIPLE",CPT
c45380_max_min_dd,numerical,83,45380,"COLONOSCOPY, FLEXIBLE; WITH BIOPSY, SINGLE OR MULTIPLE",CPT
c45385_claim_cnt,numerical,8,45385,"COLONOSCOPY, FLEXIBLE; WITH REMOVAL OF TUMOR(S), POLYP(S), OR OTHER LESION(S) BY SNARE TECHNIQUE",CPT
c45385_flag,numerical,2,45385,"COLONOSCOPY, FLEXIBLE; WITH REMOVAL OF TUMOR(S), POLYP(S), OR OTHER LESION(S) BY SNARE TECHNIQUE",CPT
c45385_index_max_dd,numerical,708,45385,"COLONOSCOPY, FLEXIBLE; WITH REMOVAL OF TUMOR(S), POLYP(S), OR OTHER LESION(S) BY SNARE TECHNIQUE",CPT
c45385_index_min_dd,numerical,707,45385,"COLONOSCOPY, FLEXIBLE; WITH REMOVAL OF TUMOR(S), POLYP(S), OR OTHER LESION(S) BY SNARE TECHNIQUE",CPT
c45385_max_min_dd,numerical,82,45385,"COLONOSCOPY, FLEXIBLE; WITH REMOVAL OF TUMOR(S), POLYP(S), OR OTHER LESION(S) BY SNARE TECHNIQUE",CPT
c51700_claim_cnt,numerical,13,51700,"BLADDER IRRIGATION, SIMPLE, LAVAGE AND/OR INSTILLATION",CPT
c51700_flag,numerical,2,51700,"BLADDER IRRIGATION, SIMPLE, LAVAGE AND/OR INSTILLATION",CPT
c51700_index_max_dd,numerical,490,51700,"BLADDER IRRIGATION, SIMPLE, LAVAGE AND/OR INSTILLATION",CPT
c51700_index_min_dd,numerical,525,51700,"BLADDER IRRIGATION, SIMPLE, LAVAGE AND/OR INSTILLATION",CPT
c51700_max_min_dd,numerical,171,51700,"BLADDER IRRIGATION, SIMPLE, LAVAGE AND/OR INSTILLATION",CPT
c51702_claim_cnt,numerical,29,51702,"INSERTION OF TEMPORARY INDWELLING BLADDER CATHETER; SIMPLE (EG, FOLEY)",CPT
c51702_flag,numerical,2,51702,"INSERTION OF TEMPORARY INDWELLING BLADDER CATHETER; SIMPLE (EG, FOLEY)",CPT
c51702_index_max_dd,numerical,614,51702,"INSERTION OF TEMPORARY INDWELLING BLADDER CATHETER; SIMPLE (EG, FOLEY)",CPT
c51702_index_min_dd,numerical,673,51702,"INSERTION OF TEMPORARY INDWELLING BLADDER CATHETER; SIMPLE (EG, FOLEY)",CPT
c51702_max_min_dd,numerical,410,51702,"INSERTION OF TEMPORARY INDWELLING BLADDER CATHETER; SIMPLE (EG, FOLEY)",CPT
c51741_claim_cnt,numerical,15,51741,"COMPLEX UROFLOWMETRY (EG, CALIBRATED ELECTRONIC EQUIPMENT)",CPT
c51741_flag,numerical,2,51741,"COMPLEX UROFLOWMETRY (EG, CALIBRATED ELECTRONIC EQUIPMENT)",CPT
c51741_index_max_dd,numerical,664,51741,"COMPLEX UROFLOWMETRY (EG, CALIBRATED ELECTRONIC EQUIPMENT)",CPT
c51741_index_min_dd,numerical,692,51741,"COMPLEX UROFLOWMETRY (EG, CALIBRATED ELECTRONIC EQUIPMENT)",CPT
c51741_max_min_dd,numerical,414,51741,"COMPLEX UROFLOWMETRY (EG, CALIBRATED ELECTRONIC EQUIPMENT)",CPT
c51798_claim_cnt,numerical,22,51798,"MEASUREMENT OF POST-VOIDING RESIDUAL URINE AND/OR BLADDER CAPACITY BY ULTRASOUND, NON-IMAGING",CPT
c51798_flag,numerical,2,51798,"MEASUREMENT OF POST-VOIDING RESIDUAL URINE AND/OR BLADDER CAPACITY BY ULTRASOUND, NON-IMAGING",CPT
c51798_index_max_dd,numerical,729,51798,"MEASUREMENT OF POST-VOIDING RESIDUAL URINE AND/OR BLADDER CAPACITY BY ULTRASOUND, NON-IMAGING",CPT
c51798_index_min_dd,numerical,732,51798,"MEASUREMENT OF POST-VOIDING RESIDUAL URINE AND/OR BLADDER CAPACITY BY ULTRASOUND, NON-IMAGING",CPT
c51798_max_min_dd,numerical,699,51798,"MEASUREMENT OF POST-VOIDING RESIDUAL URINE AND/OR BLADDER CAPACITY BY ULTRASOUND, NON-IMAGING",CPT
c52000_claim_cnt,numerical,11,52000,CYSTOURETHROSCOPY (SEPARATE PROCEDURE),CPT
c52000_flag,numerical,2,52000,CYSTOURETHROSCOPY (SEPARATE PROCEDURE),CPT
c52000_index_max_dd,numerical,719,52000,CYSTOURETHROSCOPY (SEPARATE PROCEDURE),CPT
c52000_index_min_dd,numerical,725,52000,CYSTOURETHROSCOPY (SEPARATE PROCEDURE),CPT
c52000_max_min_dd,numerical,374,52000,CYSTOURETHROSCOPY (SEPARATE PROCEDURE),CPT
c52281_claim_cnt,numerical,11,52281,"CYSTOURETHROSCOPY, WITH CALIBRATION AND/OR DILATION OF URETHRAL STRICTURE OR STENOSIS, WITH OR WITHOUT MEATOTOMY, WITH OR WITHOUT INJECTION PROCEDURE FOR CYSTOGRAPHY, MALE OR FEMALE",CPT
c52281_flag,numerical,2,52281,"CYSTOURETHROSCOPY, WITH CALIBRATION AND/OR DILATION OF URETHRAL STRICTURE OR STENOSIS, WITH OR WITHOUT MEATOTOMY, WITH OR WITHOUT INJECTION PROCEDURE FOR CYSTOGRAPHY, MALE OR FEMALE",CPT
c52281_index_max_dd,numerical,445,52281,"CYSTOURETHROSCOPY, WITH CALIBRATION AND/OR DILATION OF URETHRAL STRICTURE OR STENOSIS, WITH OR WITHOUT MEATOTOMY, WITH OR WITHOUT INJECTION PROCEDURE FOR CYSTOGRAPHY, MALE OR FEMALE",CPT
c52281_index_min_dd,numerical,463,52281,"CYSTOURETHROSCOPY, WITH CALIBRATION AND/OR DILATION OF URETHRAL STRICTURE OR STENOSIS, WITH OR WITHOUT MEATOTOMY, WITH OR WITHOUT INJECTION PROCEDURE FOR CYSTOGRAPHY, MALE OR FEMALE",CPT
c52281_max_min_dd,numerical,105,52281,"CYSTOURETHROSCOPY, WITH CALIBRATION AND/OR DILATION OF URETHRAL STRICTURE OR STENOSIS, WITH OR WITHOUT MEATOTOMY, WITH OR WITHOUT INJECTION PROCEDURE FOR CYSTOGRAPHY, MALE OR FEMALE",CPT
c52332_claim_cnt,numerical,14,52332,"CYSTOURETHROSCOPY, WITH INSERTION OF INDWELLING URETERAL STENT (EG, GIBBONS OR DOUBLE-J TYPE)",CPT
c52332_flag,numerical,2,52332,"CYSTOURETHROSCOPY, WITH INSERTION OF INDWELLING URETERAL STENT (EG, GIBBONS OR DOUBLE-J TYPE)",CPT
c52332_index_max_dd,numerical,356,52332,"CYSTOURETHROSCOPY, WITH INSERTION OF INDWELLING URETERAL STENT (EG, GIBBONS OR DOUBLE-J TYPE)",CPT
c52332_index_min_dd,numerical,400,52332,"CYSTOURETHROSCOPY, WITH INSERTION OF INDWELLING URETERAL STENT (EG, GIBBONS OR DOUBLE-J TYPE)",CPT
c52332_max_min_dd,numerical,172,52332,"CYSTOURETHROSCOPY, WITH INSERTION OF INDWELLING URETERAL STENT (EG, GIBBONS OR DOUBLE-J TYPE)",CPT
c52601_claim_cnt,numerical,7,52601,"TRANSURETHRAL ELECTROSURGICAL RESECTION OF PROSTATE, INCLUDING CONTROL OF POSTOPERATIVE BLEEDING, COMPLETE (VASECTOMY, MEATOTOMY, CYSTOURETHROSCOPY, URETHRAL CALIBRATION AND/OR DILATION, AND INTERNAL URETHROTOMY ARE INCLUDED)",CPT
c52601_flag,numerical,2,52601,"TRANSURETHRAL ELECTROSURGICAL RESECTION OF PROSTATE, INCLUDING CONTROL OF POSTOPERATIVE BLEEDING, COMPLETE (VASECTOMY, MEATOTOMY, CYSTOURETHROSCOPY, URETHRAL CALIBRATION AND/OR DILATION, AND INTERNAL URETHROTOMY ARE INCLUDED)",CPT
c52601_index_max_dd,numerical,506,52601,"TRANSURETHRAL ELECTROSURGICAL RESECTION OF PROSTATE, INCLUDING CONTROL OF POSTOPERATIVE BLEEDING, COMPLETE (VASECTOMY, MEATOTOMY, CYSTOURETHROSCOPY, URETHRAL CALIBRATION AND/OR DILATION, AND INTERNAL URETHROTOMY ARE INCLUDED)",CPT
c52601_index_min_dd,numerical,516,52601,"TRANSURETHRAL ELECTROSURGICAL RESECTION OF PROSTATE, INCLUDING CONTROL OF POSTOPERATIVE BLEEDING, COMPLETE (VASECTOMY, MEATOTOMY, CYSTOURETHROSCOPY, URETHRAL CALIBRATION AND/OR DILATION, AND INTERNAL URETHROTOMY ARE INCLUDED)",CPT
c52601_max_min_dd,numerical,43,52601,"TRANSURETHRAL ELECTROSURGICAL RESECTION OF PROSTATE, INCLUDING CONTROL OF POSTOPERATIVE BLEEDING, COMPLETE (VASECTOMY, MEATOTOMY, CYSTOURETHROSCOPY, URETHRAL CALIBRATION AND/OR DILATION, AND INTERNAL URETHROTOMY ARE INCLUDED)",CPT
c55700_claim_cnt,numerical,8,55700,"BIOPSY, PROSTATE; NEEDLE OR PUNCH, SINGLE OR MULTIPLE, ANY APPROACH",CPT
c55700_flag,numerical,2,55700,"BIOPSY, PROSTATE; NEEDLE OR PUNCH, SINGLE OR MULTIPLE, ANY APPROACH",CPT
c55700_index_max_dd,numerical,729,55700,"BIOPSY, PROSTATE; NEEDLE OR PUNCH, SINGLE OR MULTIPLE, ANY APPROACH",CPT
c55700_index_min_dd,numerical,729,55700,"BIOPSY, PROSTATE; NEEDLE OR PUNCH, SINGLE OR MULTIPLE, ANY APPROACH",CPT
c55700_max_min_dd,numerical,265,55700,"BIOPSY, PROSTATE; NEEDLE OR PUNCH, SINGLE OR MULTIPLE, ANY APPROACH",CPT
c55866_claim_cnt,numerical,5,55866,"LAPAROSCOPY, SURGICAL PROSTATECTOMY, RETROPUBIC RADICAL, INCLUDING NERVE SPARING, INCLUDES ROBOTIC ASSISTANCE, WHEN PERFORMED",CPT
c55866_flag,numerical,2,55866,"LAPAROSCOPY, SURGICAL PROSTATECTOMY, RETROPUBIC RADICAL, INCLUDING NERVE SPARING, INCLUDES ROBOTIC ASSISTANCE, WHEN PERFORMED",CPT
c55866_index_max_dd,numerical,507,55866,"LAPAROSCOPY, SURGICAL PROSTATECTOMY, RETROPUBIC RADICAL, INCLUDING NERVE SPARING, INCLUDES ROBOTIC ASSISTANCE, WHEN PERFORMED",CPT
c55866_index_min_dd,numerical,508,55866,"LAPAROSCOPY, SURGICAL PROSTATECTOMY, RETROPUBIC RADICAL, INCLUDING NERVE SPARING, INCLUDES ROBOTIC ASSISTANCE, WHEN PERFORMED",CPT
c55866_max_min_dd,numerical,7,55866,"LAPAROSCOPY, SURGICAL PROSTATECTOMY, RETROPUBIC RADICAL, INCLUDING NERVE SPARING, INCLUDES ROBOTIC ASSISTANCE, WHEN PERFORMED",CPT
c6045f_claim_cnt,numerical,11,6045F,"RADIATION EXPOSURE OR EXPOSURE TIME IN FINAL REPORT FOR PROCEDURE USING FLUOROSCOPY, DOCUMENTED (RAD)",CPT
c6045f_flag,numerical,2,6045F,"RADIATION EXPOSURE OR EXPOSURE TIME IN FINAL REPORT FOR PROCEDURE USING FLUOROSCOPY, DOCUMENTED (RAD)",CPT
c6045f_index_max_dd,numerical,437,6045F,"RADIATION EXPOSURE OR EXPOSURE TIME IN FINAL REPORT FOR PROCEDURE USING FLUOROSCOPY, DOCUMENTED (RAD)",CPT
c6045f_index_min_dd,numerical,450,6045F,"RADIATION EXPOSURE OR EXPOSURE TIME IN FINAL REPORT FOR PROCEDURE USING FLUOROSCOPY, DOCUMENTED (RAD)",CPT
c6045f_max_min_dd,numerical,108,6045F,"RADIATION EXPOSURE OR EXPOSURE TIME IN FINAL REPORT FOR PROCEDURE USING FLUOROSCOPY, DOCUMENTED (RAD)",CPT
c66984_claim_cnt,numerical,9,66984,"EXTRACAPSULAR CATARACT REMOVAL WITH INSERTION OF INTRAOCULAR LENS PROSTHESIS (1 STAGE PROCEDURE), MANUAL OR MECHANICAL TECHNIQUE (EG, IRRIGATION AND ASPIRATION OR PHACOEMULSIFICATION)",CPT
c66984_flag,numerical,2,66984,"EXTRACAPSULAR CATARACT REMOVAL WITH INSERTION OF INTRAOCULAR LENS PROSTHESIS (1 STAGE PROCEDURE), MANUAL OR MECHANICAL TECHNIQUE (EG, IRRIGATION AND ASPIRATION OR PHACOEMULSIFICATION)",CPT
c66984_index_max_dd,numerical,709,66984,"EXTRACAPSULAR CATARACT REMOVAL WITH INSERTION OF INTRAOCULAR LENS PROSTHESIS (1 STAGE PROCEDURE), MANUAL OR MECHANICAL TECHNIQUE (EG, IRRIGATION AND ASPIRATION OR PHACOEMULSIFICATION)",CPT
c66984_index_min_dd,numerical,697,66984,"EXTRACAPSULAR CATARACT REMOVAL WITH INSERTION OF INTRAOCULAR LENS PROSTHESIS (1 STAGE PROCEDURE), MANUAL OR MECHANICAL TECHNIQUE (EG, IRRIGATION AND ASPIRATION OR PHACOEMULSIFICATION)",CPT
c66984_max_min_dd,numerical,143,66984,"EXTRACAPSULAR CATARACT REMOVAL WITH INSERTION OF INTRAOCULAR LENS PROSTHESIS (1 STAGE PROCEDURE), MANUAL OR MECHANICAL TECHNIQUE (EG, IRRIGATION AND ASPIRATION OR PHACOEMULSIFICATION)",CPT
c69210_claim_cnt,numerical,13,69210,"REMOVAL IMPACTED CERUMEN REQUIRING INSTRUMENTATION, UNILATERAL",CPT
c69210_flag,numerical,2,69210,"REMOVAL IMPACTED CERUMEN REQUIRING INSTRUMENTATION, UNILATERAL",CPT
c69210_index_max_dd,numerical,651,69210,"REMOVAL IMPACTED CERUMEN REQUIRING INSTRUMENTATION, UNILATERAL",CPT
c69210_index_min_dd,numerical,645,69210,"REMOVAL IMPACTED CERUMEN REQUIRING INSTRUMENTATION, UNILATERAL",CPT
c69210_max_min_dd,numerical,247,69210,"REMOVAL IMPACTED CERUMEN REQUIRING INSTRUMENTATION, UNILATERAL",CPT
c70450_claim_cnt,numerical,18,70450,"COMPUTED TOMOGRAPHY, HEAD OR BRAIN; WITHOUT CONTRAST MATERIAL",CPT
c70450_flag,numerical,2,70450,"COMPUTED TOMOGRAPHY, HEAD OR BRAIN; WITHOUT CONTRAST MATERIAL",CPT
c70450_index_max_dd,numerical,730,70450,"COMPUTED TOMOGRAPHY, HEAD OR BRAIN; WITHOUT CONTRAST MATERIAL",CPT
c70450_index_min_dd,numerical,731,70450,"COMPUTED TOMOGRAPHY, HEAD OR BRAIN; WITHOUT CONTRAST MATERIAL",CPT
c70450_max_min_dd,numerical,584,70450,"COMPUTED TOMOGRAPHY, HEAD OR BRAIN; WITHOUT CONTRAST MATERIAL",CPT
c70551_claim_cnt,numerical,7,70551,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL",CPT
c70551_flag,numerical,2,70551,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL",CPT
c70551_index_max_dd,numerical,598,70551,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL",CPT
c70551_index_min_dd,numerical,615,70551,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL",CPT
c70551_max_min_dd,numerical,113,70551,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL",CPT
c70553_claim_cnt,numerical,8,70553,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL, FOLLOWED BY CONTRAST MATERIAL(S) AND FURTHER SEQUENCES",CPT
c70553_flag,numerical,2,70553,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL, FOLLOWED BY CONTRAST MATERIAL(S) AND FURTHER SEQUENCES",CPT
c70553_index_max_dd,numerical,573,70553,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL, FOLLOWED BY CONTRAST MATERIAL(S) AND FURTHER SEQUENCES",CPT
c70553_index_min_dd,numerical,591,70553,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL, FOLLOWED BY CONTRAST MATERIAL(S) AND FURTHER SEQUENCES",CPT
