Variable,Type,NumUniqueValues,Code,Description,Class,Variable_Type,Positive Above 0,Negative Above 0,Positive Mean above 0,Negative Mean above 0
c36415_max_min_dd,numerical,732,36415,COLLECTION OF VENOUS BLOOD BY VENIPUNCTURE,CPT,Date_Difference,1397,27810,409.18110236220474,379.0812297734628
c36620_claim_cnt,numerical,5,36620,"ARTERIAL CATHETERIZATION OR CANNULATION FOR SAMPLING, MONITORING OR TRANSFUSION (SEPARATE PROCEDURE); PERCUTANEOUS",CPT,NA,21,1078,1.1428571428571428,1.0974025974025974
c36620_index_max_dd,numerical,446,36620,"ARTERIAL CATHETERIZATION OR CANNULATION FOR SAMPLING, MONITORING OR TRANSFUSION (SEPARATE PROCEDURE); PERCUTANEOUS",CPT,Date_Difference,21,680,351.04761904761904,303.1441176470588
c36620_index_min_dd,numerical,447,36620,"ARTERIAL CATHETERIZATION OR CANNULATION FOR SAMPLING, MONITORING OR TRANSFUSION (SEPARATE PROCEDURE); PERCUTANEOUS",CPT,Date_Difference,21,685,355.6190476190476,311.54306569343066
c36620_max_min_dd,numerical,44,36620,"ARTERIAL CATHETERIZATION OR CANNULATION FOR SAMPLING, MONITORING OR TRANSFUSION (SEPARATE PROCEDURE); PERCUTANEOUS",CPT,Date_Difference,3,44,32,165.20454545454547
c38571_claim_cnt,numerical,6,38571,"LAPAROSCOPY, SURGICAL; WITH BILATERAL TOTAL PELVIC LYMPHADENECTOMY",CPT,NA,13,2067,1.4615384615384615,1.3642960812772134
c38571_index_max_dd,numerical,437,38571,"LAPAROSCOPY, SURGICAL; WITH BILATERAL TOTAL PELVIC LYMPHADENECTOMY",CPT,Date_Difference,13,852,392.2307692307692,242.38145539906102
c38571_index_min_dd,numerical,439,38571,"LAPAROSCOPY, SURGICAL; WITH BILATERAL TOTAL PELVIC LYMPHADENECTOMY",CPT,Date_Difference,13,855,392.2307692307692,243.21169590643274
c38571_max_min_dd,numerical,8,38571,"LAPAROSCOPY, SURGICAL; WITH BILATERAL TOTAL PELVIC LYMPHADENECTOMY",CPT,Date_Difference,0,6,NaN,239.5
c4004f_claim_cnt,numerical,19,4004F,"PATIENT SCREENED FOR TOBACCO USE AND RECEIVED TOBACCO CESSATION INTERVENTION (COUNSELING, PHARMACOTHERAPY, OR BOTH), IF IDENTIFIED AS A TOBACCO USER (PV, CAD)",CPT,NA,55,1229,2.2,2.0610252237591538
c4004f_index_max_dd,numerical,530,4004F,"PATIENT SCREENED FOR TOBACCO USE AND RECEIVED TOBACCO CESSATION INTERVENTION (COUNSELING, PHARMACOTHERAPY, OR BOTH), IF IDENTIFIED AS A TOBACCO USER (PV, CAD)",CPT,Date_Difference,47,1109,296.6595744680851,262.63210099188456
c4004f_index_min_dd,numerical,564,4004F,"PATIENT SCREENED FOR TOBACCO USE AND RECEIVED TOBACCO CESSATION INTERVENTION (COUNSELING, PHARMACOTHERAPY, OR BOTH), IF IDENTIFIED AS A TOBACCO USER (PV, CAD)",CPT,Date_Difference,52,1169,408.61538461538464,348.04020530367836
c4004f_max_min_dd,numerical,303,4004F,"PATIENT SCREENED FOR TOBACCO USE AND RECEIVED TOBACCO CESSATION INTERVENTION (COUNSELING, PHARMACOTHERAPY, OR BOTH), IF IDENTIFIED AS A TOBACCO USER (PV, CAD)",CPT,Date_Difference,21,476,347.85714285714283,242.85714285714286
c4040f_claim_cnt,numerical,28,4040F,"PNEUMOCOCCAL VACCINE ADMINISTERED OR PREVIOUSLY RECEIVED (COPD) (PV), (IBD)",CPT,NA,162,2890,2.9012345679012346,2.8380622837370244
c4040f_index_max_dd,numerical,645,4040F,"PNEUMOCOCCAL VACCINE ADMINISTERED OR PREVIOUSLY RECEIVED (COPD) (PV), (IBD)",CPT,Date_Difference,131,2514,246.29770992366412,218.412092283214
c4040f_index_min_dd,numerical,698,4040F,"PNEUMOCOCCAL VACCINE ADMINISTERED OR PREVIOUSLY RECEIVED (COPD) (PV), (IBD)",CPT,Date_Difference,146,2735,401.8424657534247,356.3696526508227
c4040f_max_min_dd,numerical,595,4040F,"PNEUMOCOCCAL VACCINE ADMINISTERED OR PREVIOUSLY RECEIVED (COPD) (PV), (IBD)",CPT,Date_Difference,88,1557,300.04545454545456,273.33526011560696
c4048f_claim_cnt,numerical,10,4048F,"DOCUMENTATION THAT ADMINISTRATION OF PROPHYLACTIC PARENTERAL ANTIBIOTIC WAS INITIATED WITHIN 1 HOUR (IF FLUOROQUINOLONE OR VANCOMYCIN, 2 HOURS) PRIOR TO SURGICAL INCISION (OR START OF PROCEDURE WHEN NO INCISION IS REQUIRED) AS ORDERED (PERI 2)",CPT,NA,71,1221,1.408450704225352,1.4496314496314497
c4048f_index_max_dd,numerical,572,4048F,"DOCUMENTATION THAT ADMINISTRATION OF PROPHYLACTIC PARENTERAL ANTIBIOTIC WAS INITIATED WITHIN 1 HOUR (IF FLUOROQUINOLONE OR VANCOMYCIN, 2 HOURS) PRIOR TO SURGICAL INCISION (OR START OF PROCEDURE WHEN NO INCISION IS REQUIRED) AS ORDERED (PERI 2)",CPT,Date_Difference,69,1097,388.768115942029,348.5360072926162
c4048f_index_min_dd,numerical,578,4048F,"DOCUMENTATION THAT ADMINISTRATION OF PROPHYLACTIC PARENTERAL ANTIBIOTIC WAS INITIATED WITHIN 1 HOUR (IF FLUOROQUINOLONE OR VANCOMYCIN, 2 HOURS) PRIOR TO SURGICAL INCISION (OR START OF PROCEDURE WHEN NO INCISION IS REQUIRED) AS ORDERED (PERI 2)",CPT,Date_Difference,69,1121,416.30434782608694,376.2818911685995
c4048f_max_min_dd,numerical,163,4048F,"DOCUMENTATION THAT ADMINISTRATION OF PROPHYLACTIC PARENTERAL ANTIBIOTIC WAS INITIATED WITHIN 1 HOUR (IF FLUOROQUINOLONE OR VANCOMYCIN, 2 HOURS) PRIOR TO SURGICAL INCISION (OR START OF PROCEDURE WHEN NO INCISION IS REQUIRED) AS ORDERED (PERI 2)",CPT,Date_Difference,10,221,190,178.58823529411765
c4250f_claim_cnt,numerical,12,4250F,"ACTIVE WARMING USED INTRAOPERATIVELY FOR THE PURPOSE OF MAINTAINING NORMOTHERMIA, OR AT LEAST 1 BODY TEMPERATURE EQUAL TO OR GREATER THAN 36 DEGREES CENTIGRADE (OR 96.8 DEGREES FAHRENHEIT) RECORDED WITHIN THE 30 MINUTES IMMEDIATELY BEFORE OR THE 15 MINUTES IMMEDIATELY AFTER ANESTHESIA END TIME (CRIT)",CPT,NA,78,1436,1.3846153846153846,1.4178272980501392
c4250f_index_max_dd,numerical,594,4250F,"ACTIVE WARMING USED INTRAOPERATIVELY FOR THE PURPOSE OF MAINTAINING NORMOTHERMIA, OR AT LEAST 1 BODY TEMPERATURE EQUAL TO OR GREATER THAN 36 DEGREES CENTIGRADE (OR 96.8 DEGREES FAHRENHEIT) RECORDED WITHIN THE 30 MINUTES IMMEDIATELY BEFORE OR THE 15 MINUTES IMMEDIATELY AFTER ANESTHESIA END TIME (CRIT)",CPT,Date_Difference,74,1269,385.1756756756757,325.9204097714736
c4250f_index_min_dd,numerical,604,4250F,"ACTIVE WARMING USED INTRAOPERATIVELY FOR THE PURPOSE OF MAINTAINING NORMOTHERMIA, OR AT LEAST 1 BODY TEMPERATURE EQUAL TO OR GREATER THAN 36 DEGREES CENTIGRADE (OR 96.8 DEGREES FAHRENHEIT) RECORDED WITHIN THE 30 MINUTES IMMEDIATELY BEFORE OR THE 15 MINUTES IMMEDIATELY AFTER ANESTHESIA END TIME (CRIT)",CPT,Date_Difference,76,1296,401.89473684210526,346.7276234567901
c4250f_max_min_dd,numerical,158,4250F,"ACTIVE WARMING USED INTRAOPERATIVELY FOR THE PURPOSE OF MAINTAINING NORMOTHERMIA, OR AT LEAST 1 BODY TEMPERATURE EQUAL TO OR GREATER THAN 36 DEGREES CENTIGRADE (OR 96.8 DEGREES FAHRENHEIT) RECORDED WITHIN THE 30 MINUTES IMMEDIATELY BEFORE OR THE 15 MINUTES IMMEDIATELY AFTER ANESTHESIA END TIME (CRIT)",CPT,Date_Difference,12,208,170.08333333333334,171.95192307692307
c4255f_claim_cnt,numerical,12,4255F,"DURATION OF GENERAL OR NEURAXIAL ANESTHESIA 60 MINUTES OR LONGER, AS DOCUMENTED IN THE ANESTHESIA RECORD (CRIT) (PERI2)",CPT,NA,74,1323,1.3918918918918919,1.4149659863945578
c4255f_index_max_dd,numerical,574,4255F,"DURATION OF GENERAL OR NEURAXIAL ANESTHESIA 60 MINUTES OR LONGER, AS DOCUMENTED IN THE ANESTHESIA RECORD (CRIT) (PERI2)",CPT,Date_Difference,70,1158,383.7142857142857,324.65371329879105
c4255f_index_min_dd,numerical,588,4255F,"DURATION OF GENERAL OR NEURAXIAL ANESTHESIA 60 MINUTES OR LONGER, AS DOCUMENTED IN THE ANESTHESIA RECORD (CRIT) (PERI2)",CPT,Date_Difference,72,1183,401.1111111111111,345.5105663567202
c4255f_max_min_dd,numerical,150,4255F,"DURATION OF GENERAL OR NEURAXIAL ANESTHESIA 60 MINUTES OR LONGER, AS DOCUMENTED IN THE ANESTHESIA RECORD (CRIT) (PERI2)",CPT,Date_Difference,11,181,183.63636363636363,181.16022099447514
c43239_claim_cnt,numerical,8,43239,"ESOPHAGOGASTRODUODENOSCOPY, FLEXIBLE, TRANSORAL; WITH BIOPSY, SINGLE OR MULTIPLE",CPT,NA,109,2775,1.4403669724770642,1.486126126126126
c43239_index_max_dd,numerical,699,43239,"ESOPHAGOGASTRODUODENOSCOPY, FLEXIBLE, TRANSORAL; WITH BIOPSY, SINGLE OR MULTIPLE",CPT,Date_Difference,106,2699,287.3301886792453,276.19303445720635
c43239_index_min_dd,numerical,708,43239,"ESOPHAGOGASTRODUODENOSCOPY, FLEXIBLE, TRANSORAL; WITH BIOPSY, SINGLE OR MULTIPLE",CPT,Date_Difference,106,2710,298.0377358490566,299.61549815498154
c43239_max_min_dd,numerical,210,43239,"ESOPHAGOGASTRODUODENOSCOPY, FLEXIBLE, TRANSORAL; WITH BIOPSY, SINGLE OR MULTIPLE",CPT,Date_Difference,6,262,189.16666666666666,253.86641221374046
c45378_claim_cnt,numerical,5,45378,"COLONOSCOPY, FLEXIBLE; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)",CPT,NA,78,1806,1.358974358974359,1.312846068660022
c45378_index_max_dd,numerical,652,45378,"COLONOSCOPY, FLEXIBLE; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)",CPT,Date_Difference,78,1774,336.46153846153845,306.82638105975195
c45378_index_min_dd,numerical,646,45378,"COLONOSCOPY, FLEXIBLE; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)",CPT,Date_Difference,78,1775,337.1923076923077,312.18591549295775
c45378_max_min_dd,numerical,39,45378,"COLONOSCOPY, FLEXIBLE; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)",CPT,Date_Difference,2,50,28.5,196.4
c45380_claim_cnt,numerical,7,45380,"COLONOSCOPY, FLEXIBLE; WITH BIOPSY, SINGLE OR MULTIPLE",CPT,NA,119,2837,1.361344537815126,1.4219245682058512
c45380_index_max_dd,numerical,712,45380,"COLONOSCOPY, FLEXIBLE; WITH BIOPSY, SINGLE OR MULTIPLE",CPT,Date_Difference,114,2782,297.60526315789474,310.61646297627607
c45380_index_min_dd,numerical,710,45380,"COLONOSCOPY, FLEXIBLE; WITH BIOPSY, SINGLE OR MULTIPLE",CPT,Date_Difference,114,2782,310.9122807017544,320.55463695183323
c45380_max_min_dd,numerical,83,45380,"COLONOSCOPY, FLEXIBLE; WITH BIOPSY, SINGLE OR MULTIPLE",CPT,Date_Difference,4,93,379.25,297.2903225806452
c45385_claim_cnt,numerical,8,45385,"COLONOSCOPY, FLEXIBLE; WITH REMOVAL OF TUMOR(S), POLYP(S), OR OTHER LESION(S) BY SNARE TECHNIQUE",CPT,NA,99,2492,1.404040404040404,1.4510433386837882
c45385_index_max_dd,numerical,708,45385,"COLONOSCOPY, FLEXIBLE; WITH REMOVAL OF TUMOR(S), POLYP(S), OR OTHER LESION(S) BY SNARE TECHNIQUE",CPT,Date_Difference,96,2463,310.3229166666667,316.16077953714984
c45385_index_min_dd,numerical,707,45385,"COLONOSCOPY, FLEXIBLE; WITH REMOVAL OF TUMOR(S), POLYP(S), OR OTHER LESION(S) BY SNARE TECHNIQUE",CPT,Date_Difference,96,2466,318.40625,324.27453365774534
c45385_max_min_dd,numerical,82,45385,"COLONOSCOPY, FLEXIBLE; WITH REMOVAL OF TUMOR(S), POLYP(S), OR OTHER LESION(S) BY SNARE TECHNIQUE",CPT,Date_Difference,3,88,258.6666666666667,238.14772727272728
c51700_claim_cnt,numerical,13,51700,"BLADDER IRRIGATION, SIMPLE, LAVAGE AND/OR INSTILLATION",CPT,NA,82,1225,1.7926829268292683,1.5371428571428571
c51700_index_max_dd,numerical,490,51700,"BLADDER IRRIGATION, SIMPLE, LAVAGE AND/OR INSTILLATION",CPT,Date_Difference,80,1171,237.6375,206.74807856532877
c51700_index_min_dd,numerical,525,51700,"BLADDER IRRIGATION, SIMPLE, LAVAGE AND/OR INSTILLATION",CPT,Date_Difference,81,1185,290.2716049382716,234.01940928270042
c51700_max_min_dd,numerical,171,51700,"BLADDER IRRIGATION, SIMPLE, LAVAGE AND/OR INSTILLATION",CPT,Date_Difference,32,332,140.65625,106.05722891566265
c51702_claim_cnt,numerical,29,51702,"INSERTION OF TEMPORARY INDWELLING BLADDER CATHETER; SIMPLE (EG, FOLEY)",CPT,NA,157,2906,2.6815286624203822,2.3743977976600137
c51702_index_max_dd,numerical,614,51702,"INSERTION OF TEMPORARY INDWELLING BLADDER CATHETER; SIMPLE (EG, FOLEY)",CPT,Date_Difference,145,2691,223.95172413793102,177.94165737644
c51702_index_min_dd,numerical,673,51702,"INSERTION OF TEMPORARY INDWELLING BLADDER CATHETER; SIMPLE (EG, FOLEY)",CPT,Date_Difference,151,2763,293.10596026490066,235.56641331885632
c51702_max_min_dd,numerical,410,51702,"INSERTION OF TEMPORARY INDWELLING BLADDER CATHETER; SIMPLE (EG, FOLEY)",CPT,Date_Difference,71,1110,166,154.98108108108107
c51741_claim_cnt,numerical,15,51741,"COMPLEX UROFLOWMETRY (EG, CALIBRATED ELECTRONIC EQUIPMENT)",CPT,NA,119,2403,2.3445378151260505,1.6783187682064087
c51741_index_max_dd,numerical,664,51741,"COMPLEX UROFLOWMETRY (EG, CALIBRATED ELECTRONIC EQUIPMENT)",CPT,Date_Difference,118,2334,280.1949152542373,265.05869751499574
c51741_index_min_dd,numerical,692,51741,"COMPLEX UROFLOWMETRY (EG, CALIBRATED ELECTRONIC EQUIPMENT)",CPT,Date_Difference,118,2365,422.5593220338983,340.48668076109936
c51741_max_min_dd,numerical,414,51741,"COMPLEX UROFLOWMETRY (EG, CALIBRATED ELECTRONIC EQUIPMENT)",CPT,Date_Difference,58,744,289.63793103448273,250.81182795698925
c51798_claim_cnt,numerical,22,51798,"MEASUREMENT OF POST-VOIDING RESIDUAL URINE AND/OR BLADDER CAPACITY BY ULTRASOUND, NON-IMAGING",CPT,NA,474,9309,2.4852320675105486,2.0792781179503708
c51798_index_max_dd,numerical,729,51798,"MEASUREMENT OF POST-VOIDING RESIDUAL URINE AND/OR BLADDER CAPACITY BY ULTRASOUND, NON-IMAGING",CPT,Date_Difference,451,8786,253.15521064301552,205.1209879353517
c51798_index_min_dd,numerical,732,51798,"MEASUREMENT OF POST-VOIDING RESIDUAL URINE AND/OR BLADDER CAPACITY BY ULTRASOUND, NON-IMAGING",CPT,Date_Difference,462,9063,387.3766233766234,311.1299790356394
c51798_max_min_dd,numerical,699,51798,"MEASUREMENT OF POST-VOIDING RESIDUAL URINE AND/OR BLADDER CAPACITY BY ULTRASOUND, NON-IMAGING",CPT,Date_Difference,247,3996,262.32793522267207,254.64914914914914
c52000_claim_cnt,numerical,11,52000,CYSTOURETHROSCOPY (SEPARATE PROCEDURE),CPT,NA,272,4805,1.3823529411764706,1.345681581685744
c52000_index_max_dd,numerical,719,52000,CYSTOURETHROSCOPY (SEPARATE PROCEDURE),CPT,Date_Difference,266,4636,274.92857142857144,233.95707506471095
c52000_index_min_dd,numerical,725,52000,CYSTOURETHROSCOPY (SEPARATE PROCEDURE),CPT,Date_Difference,270,4656,312.44074074074075,264.384235395189
c52000_max_min_dd,numerical,374,52000,CYSTOURETHROSCOPY (SEPARATE PROCEDURE),CPT,Date_Difference,55,632,204.14545454545456,231.5632911392405
c52281_claim_cnt,numerical,11,52281,"CYSTOURETHROSCOPY, WITH CALIBRATION AND/OR DILATION OF URETHRAL STRICTURE OR STENOSIS, WITH OR WITHOUT MEATOTOMY, WITH OR WITHOUT INJECTION PROCEDURE FOR CYSTOGRAPHY, MALE OR FEMALE",CPT,NA,50,769,1.5,1.3849154746423926
c52281_index_max_dd,numerical,445,52281,"CYSTOURETHROSCOPY, WITH CALIBRATION AND/OR DILATION OF URETHRAL STRICTURE OR STENOSIS, WITH OR WITHOUT MEATOTOMY, WITH OR WITHOUT INJECTION PROCEDURE FOR CYSTOGRAPHY, MALE OR FEMALE",CPT,Date_Difference,47,726,350.78723404255317,269.06749311294766
c52281_index_min_dd,numerical,463,52281,"CYSTOURETHROSCOPY, WITH CALIBRATION AND/OR DILATION OF URETHRAL STRICTURE OR STENOSIS, WITH OR WITHOUT MEATOTOMY, WITH OR WITHOUT INJECTION PROCEDURE FOR CYSTOGRAPHY, MALE OR FEMALE",CPT,Date_Difference,47,731,405.36170212765956,300.3994528043776
c52281_max_min_dd,numerical,105,52281,"CYSTOURETHROSCOPY, WITH CALIBRATION AND/OR DILATION OF URETHRAL STRICTURE OR STENOSIS, WITH OR WITHOUT MEATOTOMY, WITH OR WITHOUT INJECTION PROCEDURE FOR CYSTOGRAPHY, MALE OR FEMALE",CPT,Date_Difference,10,111,256.5,218.45945945945945
c52332_claim_cnt,numerical,14,52332,"CYSTOURETHROSCOPY, WITH INSERTION OF INDWELLING URETERAL STENT (EG, GIBBONS OR DOUBLE-J TYPE)",CPT,NA,53,814,2.2452830188679247,1.843980343980344
c52332_index_max_dd,numerical,356,52332,"CYSTOURETHROSCOPY, WITH INSERTION OF INDWELLING URETERAL STENT (EG, GIBBONS OR DOUBLE-J TYPE)",CPT,Date_Difference,48,684,153.58333333333334,176.87426900584796
c52332_index_min_dd,numerical,400,52332,"CYSTOURETHROSCOPY, WITH INSERTION OF INDWELLING URETERAL STENT (EG, GIBBONS OR DOUBLE-J TYPE)",CPT,Date_Difference,51,714,237.98039215686273,241.38515406162466
c52332_max_min_dd,numerical,172,52332,"CYSTOURETHROSCOPY, WITH INSERTION OF INDWELLING URETERAL STENT (EG, GIBBONS OR DOUBLE-J TYPE)",CPT,Date_Difference,18,218,264.72222222222223,235.62844036697248
c52601_claim_cnt,numerical,7,52601,"TRANSURETHRAL ELECTROSURGICAL RESECTION OF PROSTATE, INCLUDING CONTROL OF POSTOPERATIVE BLEEDING, COMPLETE (VASECTOMY, MEATOTOMY, CYSTOURETHROSCOPY, URETHRAL CALIBRATION AND/OR DILATION, AND INTERNAL URETHROTOMY ARE INCLUDED)",CPT,NA,89,1234,1.2696629213483146,1.2787682333873582
c52601_index_max_dd,numerical,506,52601,"TRANSURETHRAL ELECTROSURGICAL RESECTION OF PROSTATE, INCLUDING CONTROL OF POSTOPERATIVE BLEEDING, COMPLETE (VASECTOMY, MEATOTOMY, CYSTOURETHROSCOPY, URETHRAL CALIBRATION AND/OR DILATION, AND INTERNAL URETHROTOMY ARE INCLUDED)",CPT,Date_Difference,85,1133,318.2,228.6504854368932
c52601_index_min_dd,numerical,516,52601,"TRANSURETHRAL ELECTROSURGICAL RESECTION OF PROSTATE, INCLUDING CONTROL OF POSTOPERATIVE BLEEDING, COMPLETE (VASECTOMY, MEATOTOMY, CYSTOURETHROSCOPY, URETHRAL CALIBRATION AND/OR DILATION, AND INTERNAL URETHROTOMY ARE INCLUDED)",CPT,Date_Difference,86,1137,321.4418604651163,237.18645558487248
c52601_max_min_dd,numerical,43,52601,"TRANSURETHRAL ELECTROSURGICAL RESECTION OF PROSTATE, INCLUDING CONTROL OF POSTOPERATIVE BLEEDING, COMPLETE (VASECTOMY, MEATOTOMY, CYSTOURETHROSCOPY, URETHRAL CALIBRATION AND/OR DILATION, AND INTERNAL URETHROTOMY ARE INCLUDED)",CPT,Date_Difference,3,43,199,246.97674418604652
c55700_claim_cnt,numerical,8,55700,"BIOPSY, PROSTATE; NEEDLE OR PUNCH, SINGLE OR MULTIPLE, ANY APPROACH",CPT,NA,274,10962,1.1277372262773722,1.2570698777595328
c55700_index_max_dd,numerical,729,55700,"BIOPSY, PROSTATE; NEEDLE OR PUNCH, SINGLE OR MULTIPLE, ANY APPROACH",CPT,Date_Difference,274,10669,343.44525547445255,165.21201612147343
c55700_index_min_dd,numerical,729,55700,"BIOPSY, PROSTATE; NEEDLE OR PUNCH, SINGLE OR MULTIPLE, ANY APPROACH",CPT,Date_Difference,274,10696,347.17518248175185,175.46998878085265
c55700_max_min_dd,numerical,265,55700,"BIOPSY, PROSTATE; NEEDLE OR PUNCH, SINGLE OR MULTIPLE, ANY APPROACH",CPT,Date_Difference,3,400,340.6666666666667,285.45
c55866_claim_cnt,numerical,5,55866,"LAPAROSCOPY, SURGICAL PROSTATECTOMY, RETROPUBIC RADICAL, INCLUDING NERVE SPARING, INCLUDES ROBOTIC ASSISTANCE, WHEN PERFORMED",CPT,NA,20,2355,1.4,1.3766454352441613
c55866_index_max_dd,numerical,507,55866,"LAPAROSCOPY, SURGICAL PROSTATECTOMY, RETROPUBIC RADICAL, INCLUDING NERVE SPARING, INCLUDES ROBOTIC ASSISTANCE, WHEN PERFORMED",CPT,Date_Difference,20,1041,390.95,258.4428434197887
c55866_index_min_dd,numerical,508,55866,"LAPAROSCOPY, SURGICAL PROSTATECTOMY, RETROPUBIC RADICAL, INCLUDING NERVE SPARING, INCLUDES ROBOTIC ASSISTANCE, WHEN PERFORMED",CPT,Date_Difference,20,1042,390.95,258.2687140115163
c55866_max_min_dd,numerical,7,55866,"LAPAROSCOPY, SURGICAL PROSTATECTOMY, RETROPUBIC RADICAL, INCLUDING NERVE SPARING, INCLUDES ROBOTIC ASSISTANCE, WHEN PERFORMED",CPT,Date_Difference,0,6,NaN,12.833333333333334
c6045f_claim_cnt,numerical,11,6045F,"RADIATION EXPOSURE OR EXPOSURE TIME IN FINAL REPORT FOR PROCEDURE USING FLUOROSCOPY, DOCUMENTED (RAD)",CPT,NA,47,780,1.4680851063829787,1.485897435897436
c6045f_index_max_dd,numerical,437,6045F,"RADIATION EXPOSURE OR EXPOSURE TIME IN FINAL REPORT FOR PROCEDURE USING FLUOROSCOPY, DOCUMENTED (RAD)",CPT,Date_Difference,47,743,264.6595744680851,286.2651413189771
c6045f_index_min_dd,numerical,450,6045F,"RADIATION EXPOSURE OR EXPOSURE TIME IN FINAL REPORT FOR PROCEDURE USING FLUOROSCOPY, DOCUMENTED (RAD)",CPT,Date_Difference,47,745,283.4468085106383,314.3557046979866
c6045f_max_min_dd,numerical,108,6045F,"RADIATION EXPOSURE OR EXPOSURE TIME IN FINAL REPORT FOR PROCEDURE USING FLUOROSCOPY, DOCUMENTED (RAD)",CPT,Date_Difference,14,180,63.07142857142857,119.44444444444444
c66984_claim_cnt,numerical,9,66984,"EXTRACAPSULAR CATARACT REMOVAL WITH INSERTION OF INTRAOCULAR LENS PROSTHESIS (1 STAGE PROCEDURE), MANUAL OR MECHANICAL TECHNIQUE (EG, IRRIGATION AND ASPIRATION OR PHACOEMULSIFICATION)",CPT,NA,118,2417,2.152542372881356,2.2250724038063714
c66984_index_max_dd,numerical,709,66984,"EXTRACAPSULAR CATARACT REMOVAL WITH INSERTION OF INTRAOCULAR LENS PROSTHESIS (1 STAGE PROCEDURE), MANUAL OR MECHANICAL TECHNIQUE (EG, IRRIGATION AND ASPIRATION OR PHACOEMULSIFICATION)",CPT,Date_Difference,118,2412,361.46610169491527,353.95480928689886
c66984_index_min_dd,numerical,697,66984,"EXTRACAPSULAR CATARACT REMOVAL WITH INSERTION OF INTRAOCULAR LENS PROSTHESIS (1 STAGE PROCEDURE), MANUAL OR MECHANICAL TECHNIQUE (EG, IRRIGATION AND ASPIRATION OR PHACOEMULSIFICATION)",CPT,Date_Difference,118,2413,376.3813559322034,375.18939079983426
c66984_max_min_dd,numerical,143,66984,"EXTRACAPSULAR CATARACT REMOVAL WITH INSERTION OF INTRAOCULAR LENS PROSTHESIS (1 STAGE PROCEDURE), MANUAL OR MECHANICAL TECHNIQUE (EG, IRRIGATION AND ASPIRATION OR PHACOEMULSIFICATION)",CPT,Date_Difference,60,1283,29.333333333333332,40.21278254091972
c69210_claim_cnt,numerical,13,69210,"REMOVAL IMPACTED CERUMEN REQUIRING INSTRUMENTATION, UNILATERAL",CPT,NA,89,1661,1.3595505617977528,1.427453341360626
c69210_index_max_dd,numerical,651,69210,"REMOVAL IMPACTED CERUMEN REQUIRING INSTRUMENTATION, UNILATERAL",CPT,Date_Difference,89,1654,330.1011235955056,314.7309552599758
c69210_index_min_dd,numerical,645,69210,"REMOVAL IMPACTED CERUMEN REQUIRING INSTRUMENTATION, UNILATERAL",CPT,Date_Difference,89,1655,378.4943820224719,373.2525679758308
c69210_max_min_dd,numerical,247,69210,"REMOVAL IMPACTED CERUMEN REQUIRING INSTRUMENTATION, UNILATERAL",CPT,Date_Difference,17,331,253.35294117647058,293.55891238670694
c70450_claim_cnt,numerical,18,70450,"COMPUTED TOMOGRAPHY, HEAD OR BRAIN; WITHOUT CONTRAST MATERIAL",CPT,NA,231,7071,1.4155844155844155,1.639796351294018
c70450_index_max_dd,numerical,730,70450,"COMPUTED TOMOGRAPHY, HEAD OR BRAIN; WITHOUT CONTRAST MATERIAL",CPT,Date_Difference,215,5963,276.0093023255814,242.27117222874392
c70450_index_min_dd,numerical,731,70450,"COMPUTED TOMOGRAPHY, HEAD OR BRAIN; WITHOUT CONTRAST MATERIAL",CPT,Date_Difference,219,6221,316.6392694063927,289.5134222793763
c70450_max_min_dd,numerical,584,70450,"COMPUTED TOMOGRAPHY, HEAD OR BRAIN; WITHOUT CONTRAST MATERIAL",CPT,Date_Difference,38,1604,263.2105263157895,222.1945137157107
c70551_claim_cnt,numerical,7,70551,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL",CPT,NA,36,1550,1.1388888888888888,1.284516129032258
c70551_index_max_dd,numerical,598,70551,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL",CPT,Date_Difference,34,1439,341,286.73314801945793
c70551_index_min_dd,numerical,615,70551,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL",CPT,Date_Difference,35,1449,351.74285714285713,307.56590752242926
c70551_max_min_dd,numerical,113,70551,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, BRAIN (INCLUDING BRAIN STEM); WITHOUT CONTRAST MATERIAL",CPT,Date_Difference,4,134,179.25,246.67164179104478
